trades,win_rate,profit_factor,expectancy_r,avg_r,roi_total,annualized_return,max_drawdown,tp1_or_more_share,tp2_or_more_share,tp3_share,stop_share
23,0.391304347826087,0.3837595840873868,-0.5107534642198668,-0.5107534642198668,-0.1389986464749955,-0.9999999886889125,-0.19507627574729014,0.391304347826087,0.17391304347826086,0.08695652173913043,0.9130434782608695
